Kalimat;Kelompok
Saya patah kaki.;pernyataan
Saya mencari satwa liar Amerika.;pernyataan
Apa yang akan Anda lakukan dengan tas kecil?;pertanyaan
Saya ingin sesuatu untuk pilek.;pernyataan
Ambil satu kapsul dengan segelas air di malam hari.;perintah
Dapatkah Anda membantu saya menemukan museum?;pertanyaan
Dapatkah saya melihat itu?;pertanyaan
Saya seorang salesman untuk sebuah perusahaan elektronik.;pernyataan
Saya takut karya terakhirnya akan menjadi pekerjaan terakhir.;pernyataan
Tepat delapan belas dolar.;pernyataan
Silahkan tukar cek perjalanan ini dengan uang tunai.;perintah
Di mana saya harus menempatkan binatu?;pertanyaan
Apakah cukup?;pertanyaan
Tidak, karena saya baru saja tiba di sini dari Jepang.;pernyataan
Silakan, Pak.;pernyataan
Saya marah.;pernyataan
Pergi lurus ke bawah jalan ini. Itu sebelum toko es krim.;pernyataan
Saya tidak bisa mendapatkan air panas.;pernyataan
Saya di usia dua puluhan.;pernyataan
Ini delapan lewat dua puluh.;pernyataan
Kereta Anda berangkat pada track nomor enam.;pernyataan
Jam berapa kereta terakhir ke Boston pergi?;pertanyaan
Saya tidak punya reservasi.;pernyataan
Boleh saya menyentuhnya?;pertanyaan
Tolong tunjukkan di mana itu pada peta ini.;perintah
Apakah ada restoran yang bagus dan murah di sekitar sini?;pertanyaan
Saya ingin memesan kamar untuk malam ini.;pernyataan
Ini adalah rumah yang luar biasa.;pernyataan
Apakah ini halte bus yang tepat untuk pergi ke Chelsea?;pertanyaan
Saya akan check in sedikit terlambat malam ini, tapi tolong jaga reservasi saya.;pernyataan
Apakah kartu kredit oke?;pertanyaan
batu apa ini?;pertanyaan
Ketika konduktor datang untuk memeriksa tiket Anda, silakan tunjukkan kepadanya pass Anda dan tiket ini.;perintah
Bisakah kita siapkan beberapa menit lagi?;pertanyaan
Pergi lurus ke depan dan Anda akan menemukannya.;pernyataan
Empat puluhan, tiga balita, dan lima orang, silakan.;pernyataan
Berapa banyak pensil yang Anda butuhkan?;pertanyaan
Saya ingin film untuk ukuran ini.;pernyataan
Anda hanya punya lima menit sebelum keberangkatan.;pernyataan
Apa buku terbaru Galbraith?;pertanyaan
Berapa tarif ke Washington?;pertanyaan
Satu kursi penerimaan umum.;pernyataan
Saya memesan setengah matang, tidak matang.;pernyataan
Setelan Anda akan siap seminggu setelah pengukuran, Pak.;pernyataan
Tidak, itu tidak termasuk pajak dan tagihan pelayanan.;pernyataan
Apakah Anda punya tiket yang lebih murah?;pertanyaan
Saya ingin jus apel, roti panggang, telur goreng dan kopi.;pernyataan
Berapa banyak, Pak?;pertanyaan
Dimana toko kamera?;pertanyaan
Tolong Satu Coke kecil.;perintah
Saya hanya seorang pemula. Saya tidak berpikir saya bisa melakukan itu.;pernyataan
Empat apel.;pernyataan
Kami belum melakukan reservasi sebelumnya.;pernyataan
Tentu saja tidak. Silakan.;pernyataan
Mana yang manis?;pertanyaan
Terus.;pernyataan
Berapa biaya untuk memastikan sebanyak tiga ratus dolar?;pertanyaan
Dapatkah saya bergabung?;pertanyaan
Apakah Anda ingin pergi berbelanja dengan saya sore ini?;pertanyaan
Bisakah Anda menerbitkan kembali kartu kredit saya?;pertanyaan
Hai, itu adalah gaun yang sangat indah.;pernyataan
Anda perlu menunjukkan surat izin mengemudi internasional Anda.;pernyataan
Beri saya waktu untuk memikirkan hal itu.;perintah
Mana yang terbaik?;pertanyaan
Anda sebaiknya hari ini beristirahat.;pernyataan
Saya ingin menegaskan kembali apa yang harus saya lakukan.;pernyataan
Tidak, saya mengerjakan hal itu untuk seseorang. Anda tahu, saya bekerja untuk orang Spanyol ini. Dia punya lima gerobak. Saya bekerja untuknya.;pernyataan
Saya tahu bagaimana perasaan Anda. Tenang saja.;pernyataan
Setiap negara punya hukumnya masing-masing.;pernyataan
Saya akan menelepon kembali.;pernyataan
Di track mana kereta api dari Seattle akan tiba?;pertanyaan
Sekarang, panggilan Anda telah berlalu. Silakan melanjutkan.;pernyataan
Di mana saya bisa mendapatkan bagasi saya?;pertanyaan
Dapatkah Anda memesan meja untuk dua orang di restoran itu untuk jam enam malam ini?;pertanyaan
Sangat aneh. Itu terlihat seperti sebuah UFO.;pernyataan
Saya tidak bisa tidur nyenyak.;pernyataan
Apakah ada yang bisa saya siapkan untuk Anda dalam perjalanan kembali dari kerja malam ini?;pertanyaan
Mana nomor gerbangnya?;pertanyaan
Saya akan mengambil dua botol setengah ons.;pernyataan
Bisakah Anda merekomendasikan wisata yang bagus dengan pemandu berbahasa Jepang?;pertanyaan
Mohon sambungkan ke nomor ekstensi satu nol dua.;perintah
Saya suka yang ada di jendela.;pernyataan
Kami sangat bangga dengan staf penjualan dan staf pendukung kami.;pernyataan
Silakan kirim sebuah mobil ke hotel A besok pagi.;perintah
Apakah Anda menyukainya?;pertanyaan
Silakan berlatih beberapa ayunan.;perintah
Saya ingin mengajak beberapa teman untuk makan malam pada hari Sabtu.;pernyataan
Dapatkan saya membayar dengan yen Jepang?;pertanyaan
Hari Sabtu dan Minggu saya libur, tapi kadang-kadang saya bekerja lembur.;pernyataan
Saya khawatir tentang penerbangan penghubung saya.;pernyataan
Bisakah Anda jelaskan kepada saya tagihan ini untuk apa?;pertanyaan
Apakah souvenir khas Hawaii?;pertanyaan
Halo, ini adalah ruang tiga nol lima.;pernyataan
Saya ingin beberapa garam mandi.;pernyataan
Kami ingin belajar.;pernyataan
Bisakah Anda memperbaiki kamera ini?;pertanyaan
Nama Anda dan nomor telepon Anda?;pertanyaan
Hello. Susan. Ini adalah Cathy. ;pernyataan
Saya pikir itu adalah harga pas antara bandara dan pusat kota?;pertanyaan
Saya ingin beberapa anggur.;pernyataan
Dapatkah Anda pergi dan memeriksanya sekarang? Jika mereka ada di sana, akan Anda akan membawa semua yang ada di sini segera?;pertanyaan
Apakah Anda punya setengah botol anggur merah?;pertanyaan
Baiklah, saya pikir nilai tukar berfluktuasi antara ekspektasi meningkat dan menurun, secara umum.;pernyataan
Apakah ada biaya untuk minuman di lemari es?;pertanyaan
Ini punya tradisi dan sejarah yang panjang.;pernyataan
Apa permainan yang sedang dimainkan di stadion?;pertanyaan
Apakah Anda punya bahan bergaris atau berpola?;pertanyaan
Apa yang akan Anda lakukan pada malam tahun baru?;pertanyaan
Dapatkah saya pergi ke sana dengan kereta bawah tanah?;pertanyaan
Hai, bisakah Anda memberi saya nomor telepon untuk kedutaan atau konsulat Jepang?;pertanyaan
Ya, itu pasti menyenangkan. Saya lelah.;pernyataan
Ini adalah tepat. Mereka sangat nyaman.;pernyataan
Saya mau blow-dry.;pernyataan
Nah, ini adalah ruang yang tenang. Sangat bagus.;pernyataan
Apakah kita mendapatkan di mana saja berbicara seperti ini?;pertanyaan
Nama saya Linda Jones.;pernyataan
Saya punya reservasi pada pukul tujuh.;pernyataan
Dimana halte bus Grey Hound?;pertanyaan
Kapan paling lambat saya bisa check-in?;pertanyaan
Itu bagus. Tapi akan ada biaya pengiriman sebanyak dua ratus dolar.;pernyataan
Pada pukul tujuh pagi, waktu setempat.;pernyataan
Halo. Saya Hiroshi Sato dari Nippon Engineering.;pernyataan
Dimanakah lift berada?;pertanyaan
Saya rasa, Turun ke jalan ini sekitar tiga blok.;pernyataan
Maaf, kami sudah penuh untuk musim liburan Natal, tapi kami punya kursi kosong pada tanggal dua puluh dua Desember.;pernyataan
Dimanakah lokasi pengambilan bagasi?;pertanyaan
Saya paham. Terima kasih.;pernyataan
Maukah Anda memberitahu saya ketika Anda selesai?;pertanyaan
Apakah air ini dalam?;pertanyaan
Kepala saya terantuk.;pernyataan
Mr Peck, silakan.;pernyataan
Apakah saya mendapatkan kompensasi jika Anda tidak menemukan koper saya?;pertanyaan
Jika kita mengambil lebih banyak waktu untuk berpikir tentang proposal, kita mungkin bisa mendapatkan beberapa ide.;pernyataan
Dapatkah saya membeli baterai untuk kamera saya di sini?;pertanyaan
Saya punya sebuah cemeti.;pernyataan
Nah, apa jenis buah-buahan yang Anda suka?;pertanyaan
Kapan menstruasi terakhir Anda?;pertanyaan
Saya berasal dari Norwegia.;pernyataan
Saya membuat panggilan konfirmasi ulang dua hari lalu.;pernyataan
Saya tidak yakin apakah paspor saya dicuri atau hanya terjatuh dari saku saya.;pernyataan
Saya ingin beberapa bayam.;pernyataan
Dapatkah Anda merekomendasikan sebuah anggur?;pertanyaan
Ya, saya ingin menukarnya dengan ukuran yang lebih besar.;pernyataan
Panjang kotak itu adalah enam puluh lima sentimeter, lebarnya tiga puluh sentimeter, dan tingginya delapan belas sentimeter.;pernyataan
Saya mencari beberapa souvenir.;pernyataan
Jaringan kereta yang lama ada kereta lokal, kereta semi ekspres, kereta ekspres dan kereta ekspres terbatas.;pernyataan
Seseorang mengambil tas saya.;pernyataan
Ini terdiri dari empat pulau utama.;pernyataan
Saya sedang diet.;pernyataan
Pukul sepuluh. Ini adalah kunci kamar Anda. Kamar Anda adalah 54-33. Portir akan mengambil bagasi Anda untuk Anda.;pernyataan
Ya, kita sedang bersenang-senang di Hawaii. Saya berharap Anda ada di sini.;pernyataan
Dapatkah Anda memberikan saya terjemahan?;pertanyaan
Saya akan minum teh dengan susu.;pernyataan
Akan kami lakukan, jika sesuatu yang berbeda akan baik-baik saja.;pernyataan
Dapatkah Anda memangkas poni saya setengah inci di atas alis mata?;pertanyaan
Silakan mulai dari jam 10 sampai jam 12.;perintah
Pelatih kelas pertama atau pelatih kelas dua?;pertanyaan
Jam saya tiga menit lebih cepat.;pernyataan
Kapan itu dibuka?;pertanyaan
Apakah Anda punya kamar kurang dari lima puluh dolar per malam?;pertanyaan
Penglihatan Anda akan kembali pada waktunya.;pernyataan
Mohon siapkan meja untuk dua orang untuk pukul enam malam ini.;perintah
Harganya lima belas dolar.;pernyataan
Belok kiri di lampu tanda bahaya.;perintah
Saya tidak perlu apa-apa.;pernyataan
Saya ingin beberapa bedak.;pernyataan
Apakah ada janji di akhir pekan?;pertanyaan
Bolehkah saya membuat reservasi untuk wisata keliling?;pertanyaan
Bagaimana cara saya mengisi ini?;pertanyaan
Anda melihat sebuah bangunan putih di seberang jalan.. Itu dia.;pernyataan
Pukul empat lebih lima belas menit siang Anda dapat melihat kelulusan di sini.;pernyataan
Tentunya. Biarkan saya melihatnya. Kurasa Anda terluka oleh karang.;pernyataan
Hanya saja, biarkan saya mengetahui jumlah orang yang bertanggung jawab.;perintah
Minum obat ini bila Anda mengalami demam.;pernyataan
Apakah ada jalan tol?;pertanyaan
Saya belajar untuk menjadi seorang ilmuwan.;pernyataan
Bisakah saya mendapat dua tiket untuk kursi yang pesan sebelumnya?;pertanyaan
Jalur mana yang harus saya ikuti untuk pergi ke Central Park?;pertanyaan
Silakan salin pakaian Anda menjadi jubah ini.;perintah
Bisakah Anda menempatkan ranjang tambahan di kamar?;pertanyaan
Dapatkah saya berbicara dengan operator Jepang?;pertanyaan
Ambil ini sampai ke terminal. Dari sana Anda harus pergi ke hotel sendiri.;perintah
Kenapa dia tidak datang ke pesta kemarin?;pertanyaan
Saya ingin menyewa perahu dengan pemandu.;pernyataan
Dapatkah Anda mengirimkan sebuah truk derek?;pertanyaan
Kemana bus ini akan pergi?;pertanyaan
Saya cupet.;pernyataan
Apakah ada toilet umum di sekitar sini?;pertanyaan
Mohon tunjukkan kepada saya.;perintah
Di sana ada kecelakaan lalu lintas.;pernyataan
Saya tidak melakukan panggilan telepon.;pernyataan
Apakah Anda suka makanan Jepang?;pertanyaan
Mohon pegang bagasi saya.;perintah
Saya suka di sini.;pernyataan
Bisakah saya mendapatkan panggilan bangun pukul 7:00 pagi?;pertanyaan
Apakah Anda punya kaset?;pertanyaan
Saya suka dengan sedikit susu dan gula.;pernyataan
Saya ingin mengubah penerbangan untuk Chicago dari pukul sembilan ke pukul sebelas.;pernyataan
Musik rock Amerika atau Inggris sangat populer di kalangan orang-orang muda.;pernyataan
Tolong bawakan saya kondisioner rambut.;perintah
Bagaimana Anda membaca waktu?;pertanyaan
Yukata dan Happi adalah barang souvenir populer di Jepang untuk orang asing.;pernyataan
Maaf, saya punya nomor yang salah.;pernyataan
Tempat ini populer dengan pengantin baru Jepang.;pernyataan
Dimana toko sepatu terdekat?;pertanyaan
Silakan masukkan PIN Anda.;perintah
Operator, tolong panggilkan polisi. Ini darurat.;perintah
Saya ingin mengkonfirmasi kembali penerbangan saya. Nomor penerbangan saya adalah delapan satu di dua puluh lima, dan nama saya Akira Shirosawa.;pernyataan
Anda punya rasa seni.;pernyataan
Harap simpan bagasi ini sampai jam tiga.;perintah
Saya datang ke sini untuk melihat opera yang bagus.;pernyataan
Jam berapa akan Anda kembali?;pertanyaan
Seberapa jauh Anda akan pergi?;pertanyaan
Saya ingin menegaskan kembali reservasi saya untuk penerbangan dua puluh enam pada tanggal sepuluh Oktober.;pernyataan
Saya mohon maaf Apa yang Anda maksud dengan itu?;pertanyaan
Saya tidak dapat menyesuaikan gambar.;pernyataan
Apakah ini dijual hari ini?;pertanyaan
Saya ingin jenis film untuk siang hari.;pernyataan
Istirahatlah sampai hari Selasa, dan jangan makan terlalu banyak.;pernyataan
Tolong jaga mantel ini sampai pukul lima sore.;perintah
Pesan satu burger keju dan satu jus jeruk.;pernyataan
Film apa yang akan ditampilkan pada penerbangan ini?;pertanyaan
Ini adalah paspor saya.;pernyataan
Tidak, tarif reguler.;pernyataan
Gulat sumo adalah salah satu olahraga tradisional. Turnamen diadakan enam kali dalam setahun.;pernyataan
Pesan sebuah kursi di sebelah lorong.;pernyataan
Sering latihan membuat lebih sempurna.;pernyataan
Saya ingin sesuatu untuk mencocokkan ini.;pernyataan
Apa menu khusus pada hari ini?;pertanyaan
Berapa hari yang diperlukan untuk memesan?;pertanyaan
Badan wanita itu langsing.;pernyataan
Banyak.;pernyataan
Kita perlu sedikit lebih banyak waktu untuk mempertimbangkan kontrak.;pernyataan
Departemen alat tulis ada di lantai mana?;pertanyaan
Uh, bolehkah saya naik ke atas?;pertanyaan
Bolehkah saya mendapatkan kantong untuk muntah?;pertanyaan
Tolong beritahu saya bagaimana cara menuju ke museum.;perintah
Apakah ini terbuat dari kulit?;pertanyaan
Hey. Anda sendiri? Mengapa Anda tidak makan siang bersama kami?;pertanyaan
Anggaran saya adalah seratus empat puluh dolar.;pernyataan
Saya ingin segelas anggur putih.;pernyataan
Terima kasih. Terima kasih kembali.;pernyataan
Kapan dan dari mana itu pergi?;pertanyaan
Bersediakan Anda menyimpankan barang berharga untuk saya?;pertanyaan
Silakan ditagihkan.;perintah
Selamat liburan.;pernyataan
Dapatkah Anda menelepon lagi nanti? Atau, akan saya minta dia menelepon Anda kembali?;pertanyaan
Jika suatu waktu saya datang lagi ke sini, saya akan tinggal di hotel ini lagi.;pernyataan
Ya. Terima kasih banyak.;pernyataan
Apakah Anda mengkonsumsi obat lain?;pertanyaan
Saya ingin pergi ke situs terbaru.;pernyataan
Apakah Anda sudah memutuskan?;pertanyaan
Ginny. Mike. Sara. Sam. Ayo, semuanya berdiri.;perintah
Saya tidak mau membayar lebih dari dua puluh dolar.;pernyataan
Dapatkah saya memesan dua tiket acara musik untuk Jumat depan?;pertanyaan
Jadi, ini adalah malam terakhir saya di New York.;pernyataan
Bisakah Anda beritahu saya segera setelah Anda memperbaiki itu?;pertanyaan
Apakah Anda punya dua lagi yang seperti ini?;pertanyaan
Saya ingin sebuah jaket.;pernyataan
Tidak, terima kasih. Saya dapat menemukan lokasinya. Sampai jumpa.;pernyataan
Terima kasih kembali. , saya lebih memilih tempat duduk di dekat koridor.;pernyataan
Saya ingin menyewa mobil berukuran sedang selama tiga hari.;pernyataan
Apakah Anda akan membawa koper?;pertanyaan
Saya ingin menelpon ke San Francisco.;pernyataan
Koper saya dicuri di lobi hotel.;pernyataan
Delapan puluh pound dengan sarapan.;pernyataan
Baik.;pernyataan
Bagaimana dan kapan saya harus membayar biayanya?;pertanyaan
Apakah kereta api dari New York sudah tiba?;pertanyaan
Dimana saya bisa naik kereta lokal untuk menuju Evanston?;pertanyaan
Penumpang lain di sana mengatakan mereka bersedia bertukar kursi dengan Anda.;pernyataan
Kami sudah penuh.;pernyataan
Bagaimana perasaan Anda?;pertanyaan
Bagian ini terlalu ketat.;pernyataan
Silahkan memperbesar cetakan sesuai ukuran ini.;perintah
Bisakah saya mendapatkan panggilan bangun pukul enam pagi besok?;pertanyaan
Apakah Anda punya jus jeruk?;pertanyaan
Mohon Anda Anda membayar di meja depan?;pertanyaan
Bisakah saya mendapatkan kembalian saya?;pertanyaan
Apakah mungkin bahwa Anda bisa lebih fokus tentang komputer mikro ini.;pertanyaan
Tas bahu ini sangat berat, apakah Anda punya sesuatu yang lebih ringan?;pertanyaan
Panggil saya jika Anda memerlukan bantuan.;pernyataan
Secara umum itu adalah penerbangan yang mulus walaupun ada sedikit guncangan.;pernyataan
Letakkan itu di samping jendela.;perintah
Saya sangat senang bertemu dengan Anda.;pernyataan
Apa nomor penerbangan Anda?;pertanyaan
Saya sama sekali tidak yakin tentang kemampuan saya menulis dalam bahasa Inggris.;pernyataan
Saya senang Anda menyukainya. Saya mendapatkannya pada penjualan murah di ABC Department Store.;pernyataan
Apakah Anda punya ini dalam warna lain?;pertanyaan
Dapatkah saya memesan makan malam di kapal?;pertanyaan
Apakah Anda bisa memberikan brosur tour?;pertanyaan
Ia memecahkannya.;pernyataan
Apakah Anda seorang anggota Frequent klub Rent-a - Car?;pertanyaan
Kapan Anda meninggalkan London?;pertanyaan
Apa yang akan Anda beli?;pertanyaan
Tepat. Anda berbagi pendapat dengan kami. Omong-omong, dia bilang Anda adalah orang yang sopan dan santun.;pernyataan
Bagaimana Anda menghabiskan liburan musim panas Anda?;pertanyaan
Tutup telepon dan saya akan menelepon kembali.;perintah
Alamat saya di Jepang tertulis di sini.;pernyataan
Apakah Anda membawa Chanel eau de Cologne?;pertanyaan
Itu terlalu jauh. Saya butuh tumpangan.;pernyataan
Apakah Anda punya kursi kosong untuk malam ini atau besok?;pertanyaan
The Yankees mengalahkan Tigers.;pernyataan
Apakah Anda punya ini dengan warna merah?;pertanyaan
Tolong beritahu saya bagaimana cara menggunakannya.;perintah
Mereka semua brosur.;pernyataan
Dapatkah saya memperpanjang masa tinggal?;pertanyaan
Usaha yang bagus, tetapi Anda tidak tahu pasti tanpa mencoba.;pernyataan
Apakah Anda dapat memberi harga lebih murah?;pertanyaan
Bagaimana saya menghubungi bagian informasi?;pertanyaan
Mereka lapar.;pernyataan
Apakah Anda ingin mencoba beberapa?;pertanyaan
Hi. Saya di sini.;pernyataan
Bawakan saya kemeja ukuran ini.;perintah
Dimana saya dapat mengembangkan film saya?;pertanyaan
